Season,Matchday,Opponent,Minute,Player,Outcome,Distance,BodyPart,Notes,SCA1,SCA1Event,SCA2,SCA2Event
2018/19,12,Man Utd,81,İlkay Gündoğan,Off Target,20,Right Foot,,Raheem Sterling,Pass (Live),Benjamin Mendy,Pass (Live)
2018/19,12,Man Utd,86,İlkay Gündoğan,Goal,5,Left Foot,,Bernardo Silva,Pass (Live),Raheem Sterling,Pass (Live
2018/19,13,West Ham,9,David Silva,Off Target,15,Left Foot,,,,,
2018/19,13,West Ham,11,David Silva,Goal,4,Right Foot,,Raheem Sterling,Pass (Live),Kyle Walker,Pass (Live)
2018/19,13,West Ham,16,Sergio Agüero,Off Target,15,Right Foot,,Raheem Sterling,Pass (Live),Fabian Delph,Pass (Live)
2018/19,13,West Ham,19,Raheem Sterling,Goal,3,Right Foot,Open goal,Leroy Sané,Pass (Live),David Silva,Pass (Live)
2018/19,13,West Ham,34,Leroy Sané,Goal,3,Left Foot,,Leroy Sané,Dribble,Raheem Sterling,Pass (Live)
2018/19,13,West Ham,48,David Silva,Blocked,21,Left Foot,Half volley,Leroy Sané,Pass (Live),Fabian Delph,Pass (Live)
2018/19,13,West Ham,48,Leroy Sané,Saved,9,Right Foot,,İlkay Gündoğan,Pass (Live),,
2018/19,13,West Ham,65,İlkay Gündoğan,Saved,16,Left Foot,,Leroy Sané,Pass (Live),David Silva,Pass (Live)
2018/19,13,West Ham,90+3,Leroy Sané,Goal,15,Left Foot,Half volley,Gabriel Jesus,Pass (Live),Riyad Mahrez,Pass (Live)
2018/19,14,Bournemouth,16,Bernardo Silva,Goal,13,Left Foot,,Oleksandr Zinchenko,Pass (Live),Nicolás Otamendi,Pass (Live)
2018/19,14,Bournemouth,17,Bernardo Silva,Blocked,20,Left Foot,Volley,Leroy Sané,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,14,Bournemouth,23,Danilo,Blocked,26,Left Foot,,Bernardo Silva,Pass (Live),Danilo,Pass (Live)
2018/19,14,Bournemouth,37,Leroy Sané,Off Target,24,Right Foot,,Raheem Sterling,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,14,Bournemouth,53,Raheem Sterling,Blocked,11,Left Foot,,Raheem Sterling,Dribble,Raheem Sterling,Dribble
2018/19,14,Bournemouth,54,Gabriel Jesus,Blocked,4,Right Foot,Volley,Raheem Sterling,Shot,,
2018/19,14,Bournemouth,57,Danilo,Saved,16,Right Foot,,Raheem Sterling,Pass (Live),Fernandinho,Pass (Live)
2018/19,14,Bournemouth,57,Raheem Sterling,Goal,5,Right Foot,Half volley,Danilo,Shot,,
2018/19,14,Bournemouth,62,Danilo,Blocked,29,Right Foot,,Bernardo Silva,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,14,Bournemouth,67,Gabriel Jesus,Saved,15,Head,,İlkay Gündoğan,Pass (Dead),İlkay Gündoğan,Fouled
2018/19,14,Bournemouth,68,Fernandinho,Off Target,13,Left Foot,,Gabriel Jesus,Pass (Live),,
2018/19,14,Bournemouth,79,İlkay Gündoğan,Goal,6,Right Foot,Half volley,Leroy Sané,Pass (Live),David Silva,Pass (Live)
2018/19,14,Bournemouth,85,Leroy Sané,Saved,5,Left Foot,,Aymeric Laporte,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,14,Bournemouth,86,Leroy Sané,Blocked,16,Left Foot,Half volley,İlkay Gündoğan,Pass (Dead),Leroy Sané,Shot
2018/19,15,Watford,2,Gabriel Jesus,Blocked,16,Right Foot,,Leroy Sané,Pass (Live),David Silva,Pass (Live)
2018/19,15,Watford,2,David Silva,Off Target,24,Left Foot,Volley,Gabriel Jesus,Shot,,
2018/19,15,Watford,11,Leroy Sané,Saved,15,Left Foot,,Leroy Sané,Dribble,,
2018/19,15,Watford,19,Riyad Mahrez,Saved,10,Left Foot,,Fernandinho,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,15,Watford,19,Bernardo Silva,Saved,12,Left Foot,,Riyad Mahrez,Shot,,
2018/19,15,Watford,31,Gabriel Jesus,Saved,5,Right Foot,,Gabriel Jesus,Dribble,David Silva,Pass (Live)
2018/19,15,Watford,31,John Stones,Off Target,9,Head,,Leroy Sané,Pass (Dead),Gabriel Jesus,Shot
2018/19,15,Watford,37,Kyle Walker,Blocked,30,Right Foot,,Riyad Mahrez,Pass (Live),Fabian Delph,Pass (Live)
2018/19,15,Watford,40,Leroy Sané,Goal,6,Other,,Riyad Mahrez,Pass (Live),Kyle Walker,Pass (Live)
2018/19,15,Watford,42,Riyad Mahrez,Off Target,13,Right Foot,,Bernardo Silva,Pass (Live),Gabriel Jesus,Pass (Live)
2018/19,15,Watford,51,Riyad Mahrez,Goal,14,Left Foot,,Gabriel Jesus,Pass (Live),David Silva,Pass (Live)
2018/19,15,Watford,60,Riyad Mahrez,Blocked,15,Left Foot,,Fernandinho,Pass (Live),,
2018/19,15,Watford,63,Bernardo Silva,Off Target,4,Right Foot,,,,,
2018/19,15,Watford,69,Gabriel Jesus,Off Target,18,Left Foot,,Riyad Mahrez,Pass (Live),,
2018/19,15,Watford,82,Riyad Mahrez,Saved,19,Left Foot,,İlkay Gündoğan,Pass (Live),Riyad Mahrez,Pass (Live)
2018/19,16,Chelsea,9,Raheem Sterling,Saved,8,Left Foot,Half volley,David Silva,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,16,Chelsea,32,David Silva,Blocked,14,Left Foot,,Leroy Sané,Pass (Live),Leroy Sané,Dribble
2018/19,16,Chelsea,33,Leroy Sané,Blocked,11,Left Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble
2018/19,16,Chelsea,33,Bernardo Silva,Wayward,8,Head,Diving header,Leroy Sané,Pass (Dead),Leroy Sané,Shot
2018/19,16,Chelsea,54,Riyad Mahrez,Blocked,23,Left Foot,,,,,
2018/19,16,Chelsea,55,John Stones,Wayward,6,Head,,David Silva,Pass (Dead),,
2018/19,16,Chelsea,57,Kyle Walker,Saved,27,Right Foot,Free kick,,,,
2018/19,16,Chelsea,70,İlkay Gündoğan,Blocked,19,Right Foot,,Bernardo Silva,Pass (Live),İlkay Gündoğan,Pass (Dead)
2018/19,16,Chelsea,81,Aymeric Laporte,Saved,69,Left Foot,,Kyle Walker,Pass (Live),John Stones,Pass (Dead)
2018/19,16,Chelsea,87,Gabriel Jesus,Off Target,7,Left Foot,Volley,Raheem Sterling,Pass (Live),Fernandinho,Pass (Live)
2018/19,16,Chelsea,89,Raheem Sterling,Blocked,11,Left Foot,Half volley,,,,
2018/19,16,Chelsea,89,Fernandinho,Off Target,20,Right Foot,Volley,,,,
2018/19,16,Chelsea,90+4,Gabriel Jesus,Saved,15,Right Foot,,İlkay Gündoğan,Pass (Live),,
2018/19,16,Chelsea,90+4,Kyle Walker,Off Target,33,Right Foot,,İlkay Gündoğan,Pass (Live),Bernardo Silva,Pass (Dead)
2018/19,17,Everton,16,Fabian Delph,Saved,36,Right Foot,,Aymeric Laporte,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,17,Everton,20,Riyad Mahrez,Blocked,18,Left Foot,,İlkay Gündoğan,Pass (Dead),Riyad Mahrez,Fouled
2018/19,17,Everton,20,Fabian Delph,Off Target,27,Left Foot,,Riyad Mahrez,Shot,,
2018/19,17,Everton,22,Aymeric Laporte,Off Target,7,Head,,İlkay Gündoğan,Pass (Dead),,
2018/19,17,Everton,22,Gabriel Jesus,Goal,13,Left Foot,,Leroy Sané,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,17,Everton,30,Aymeric Laporte,Off Target,10,Head,,İlkay Gündoğan,Pass (Live),,
2018/19,17,Everton,36,Leroy Sané,Blocked,19,Left Foot,,Aymeric Laporte,Pass (Live),,
2018/19,17,Everton,40,İlkay Gündoğan,Blocked,22,Left Foot,,Gabriel Jesus,Pass (Live),Fernandinho,Pass (Live)
2018/19,17,Everton,40,Riyad Mahrez,Saved,13,Left Foot,Half volley,İlkay Gündoğan,Shot,,
2018/19,17,Everton,48,Fernandinho,Blocked,31,Right Foot,,Leroy Sané,Pass (Live),Gabriel Jesus,Pass (Live)
2018/19,17,Everton,50,Gabriel Jesus,Goal,8,Head,,Leroy Sané,Pass (Live),Fabian Delph,Pass (Live)
2018/19,17,Everton,63,İlkay Gündoğan,Off Target,8,Right Foot,,Gabriel Jesus,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,17,Everton,69,Raheem Sterling,Goal,6,Head,,Fernandinho,Pass (Live),Gabriel Jesus,Pass (Live)
2018/19,18,Crystal Palace,2,Fabian Delph,Saved,28,Left Foot,Half volley,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,18,Crystal Palace,9,Nicolás Otamendi,Blocked,9,Head,,Leroy Sané,Pass (Dead),,
2018/19,18,Crystal Palace,10,Leroy Sané,Off Target,9,Left Foot,,Bernardo Silva,Pass (Live),İlkay Gündoğan,Pass (Live)
2018/19,18,Crystal Palace,16,Raheem Sterling,Wayward,9,Right Foot,Volley,Bernardo Silva,Pass (Live),Leroy Sané,Pass (Live)
2018/19,18,Crystal Palace,16,Bernardo Silva,Blocked,6,Right Foot,,Raheem Sterling,Shot,,
2018/19,18,Crystal Palace,25,Bernardo Silva,Blocked,9,Head,,Leroy Sané,Pass (Dead),,
2018/19,18,Crystal Palace,26,Leroy Sané,Saved,29,Right Foot,Half volley,,,,
2018/19,18,Crystal Palace,27,İlkay Gündoğan,Goal,7,Head,,Fabian Delph,Pass (Live),Leroy Sané,Pass (Live)
2018/19,18,Crystal Palace,34,Kyle Walker,Blocked,35,Right Foot,,John Stones,Pass (Live),Leroy Sané,Pass (Live)
2018/19,18,Crystal Palace,50,Aymeric Laporte,Off Target,8,Head,,Leroy Sané,Pass (Dead),Aymeric Laporte,Pass (Live)
2018/19,18,Crystal Palace,58,Gabriel Jesus,Blocked,18,Left Foot,,Bernardo Silva,Pass (Live),Raheem Sterling,Pass (Live)
2018/19,18,Crystal Palace,60,Aymeric Laporte,Off Target,35,Left Foot,,John Stones,Pass (Live),Kyle Walker,Pass (Live)
2018/19,18,Crystal Palace,69,İlkay Gündoğan,Off Target,28,Right Foot,,,,,
2018/19,18,Crystal Palace,76,Leroy Sané,Woodwork,30,Left Foot,Free kick,Kevin De Bruyne,Fouled,,
2018/19,18,Crystal Palace,85,Kevin De Bruyne,Goal,37,Right Foot,,Bernardo Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2018/19,18,Crystal Palace,86,Leroy Sané,Blocked,21,Right Foot,,Aymeric Laporte,Pass (Live),,
2018/19,18,Crystal Palace,87,Bernardo Silva,Blocked,9,Head,,Aymeric Laporte,Pass (Live),Leroy Sané,Pass (Dead)
2018/19,18,Crystal Palace,90+2,Gabriel Jesus,Off Target,7,Head,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,18,Crystal Palace,90+5,Leroy Sané,Saved,12,Left Foot,Volley,Kevin De Bruyne,Pass (Live),,
2018/19,19,Leicester,14,Bernardo Silva,Goal,9,Left Foot,,Sergio Agüero,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,19,Leicester,18,Leroy Sané,Saved,16,Right Foot,,Leroy Sané,Dribble,Fabian Delph,Pass (Live)
2018/19,19,Leicester,23,Kevin De Bruyne,Saved,30,Right Foot,,Bernardo Silva,Pass (Live),Fabian Delph,Pass (Live)
2018/19,19,Leicester,23,Danilo,Blocked,26,Left Foot,,Kevin De Bruyne,Pass (Live),,
2018/19,19,Leicester,37,Sergio Agüero,Off Target,5,Left Foot,,Leroy Sané,Pass (Live),Kevin De Bruyne,Pass (Live)
2018/19,19,Leicester,68,Sergio Agüero,Off Target,22,Left Foot,,İlkay Gündoğan,Pass (Live),Aymeric Laporte,Pass (Live)
2018/19,19,Leicester,73,Fabian Delph,Saved,22,Right Foot,,Raheem Sterling,Pass (Live),Bernardo Silva,Pass (Live)
2018/19,19,Leicester,75,Sergio Agüero,Wayward,12,Right Foot,Half volley,Leroy Sané,Pass (Live),David Silva,Pass (Live)
2018/19,19,Leicester,75,Danilo,Blocked,22,Left Foot,,Bernardo Silva,Pass (Live),Danilo,Pass (Live)
2018/19,19,Leicester,75,Sergio Agüero,Off Target,11,Head,,Danilo,Shot,,
2018/19,19,Leicester,87,Leroy Sané,Off Target,21,Left Foot,,Raheem Sterling,Pass (Live),Riyad Mahrez,Pass (Live)
2018/19,19,Leicester,90+5,David Silva,Blocked,13,Left Foot,,Raheem Sterling,Pass (Live),David Silva,Pass (Live)
